"ID","Dominio","Tarea de usuario","Objetivo del usuario","Implementación actual verificada","Archivos / componentes","Tests / QA / evidencia","Frecuencia esperada","Fuente de la frecuencia","Criticidad","Objeto / contexto del que depende","Precondiciones","Dónde vive hoy","Rutas alternativas actuales","Findings CRI-7 relacionados","Qué funciona bien y debe conservarse","Clasificación UX","Expanded: ruta funcional propuesta","Medium: ruta funcional propuesta","Compact: ruta funcional propuesta","Mouse / keyboard path","Touch path","Necesidad de precisión especial","¿Puede ser contextual a selección?","Visibilidad persistente o disclosure","Superficie apropiada","Disabled / loading / error","Feedback esperado","Focus / Escape / Cancel / Reset","Impacto en canvas-budget","Decisión para CRI-9","Patrón para CRI-10","Unknowns / preguntas abiertas"
"RES-06","Resultados","Entender la fiabilidad del resultado","Saber si los números se pueden usar.","`resolveReliability` con niveles `reliable | limited | unreliable | failed`, `usable`, y un check `governing` nombrado. `reliabilityCopy` traduce el porqué. `NumericQualityCard` muestra la calidad numérica.","src/engine/reliability.ts; src/features/results/reliabilityCopy.ts; src/features/results/NumericQualityCard.tsx; src/features/results/ResultsPanel.tsx:186-197","src/engine/reliability.test.ts; reliabilityCalibration.test.ts; reliabilityCopy.test.ts; src/engine/invariants.test.ts","alta","evidencia","esencial","Análisis.","`analysis` presente.","Texto de estado en la cabecera de Results (con `title` = mensaje del check gobernante) + chip del TopBar + tarjeta de calidad numérica.","Tres representaciones de distinta profundidad — duplicación LEGÍTIMA.","F-03 (el estado se renderiza pequeño, y es una de las afirmaciones más importantes de la app).","LA DISTINCIÓN `success ≠ reliable ≠ safe` ESTÁ IMPLEMENTADA, PROBADA Y CALIBRADA. Es la restricción protegida más importante y el producto la cumple.","2 Contextual a análisis + 1 Global persistente (el chip)","Cabecera de Results + chip.","Igual.","Chip + hoja.","El detalle está en un `title`, no alcanzable por teclado.","El `title` no aparece en táctil: la causa gobernante es INVISIBLE sin ratón.","No.","No.","persistente","panel + canvas chrome","Cuatro niveles + `usable`.","`role=""status""`, `aria-live=""polite""`.","—","Mínimo.","HUECO: la EXPLICACIÓN de por qué un resultado es limitado o no fiable vive en un `title` HTML, que no existe en táctil ni por teclado. La información más crítica del producto tiene la ruta más débil.","Escala de fiabilidad con forma, no sólo color, y su explicación alcanzable.","Si el usuario distingue los cuatro niveles."
"RES-07","Resultados","Ver líneas de influencia","Entender cómo afecta una carga móvil.","Pestaña `influence` (familia «Avanzado»), con `InfluenceLineView` en carga perezosa precargada por hover/focus sobre la pestaña, y estado de canvas propio (`influenceCanvasState`).","src/features/results/InfluenceLineView.tsx (629 líneas); src/engine/influence.ts (788 líneas); src/engine/useInfluenceAnalysis.ts","src/engine/influence.test.ts; influenceFit.test.ts; src/features/results/InfluenceLineView.test.tsx","avanzada","inferencia","contextual","Análisis correcto.","`analysis?.success`.","Pestaña de Results.","Comando de paleta.","—","Precarga por `onFocus`/`onPointerEnter`: el chunk llega antes de que se pulse. Detalle fino y correcto.","2 Contextual a análisis + 9 Datos densos","Pestaña.","Igual.","Hoja; el modo «enfocado» le da altura.","Pestaña + cursor.","Tap.","Sí: leer un valor en una posición.","SÍ: usa `selection` para elegir el objetivo.","contextual","panel / fullscreen","Fallback de carga con `role=""status""`.","Gráfica.","—","Dentro del panel; es la vista que más altura pide.","Es datos densos dentro de un panel de 285px. Candidata clara a superficie propia.","Gráfica de influencia a densidad legible.","Frecuencia real de uso."
"RES-08","Resultados","Aprender por qué salió ese resultado","Entender el procedimiento, no sólo la cifra.","Pestaña `learn` (familia «Entender») con `LearningSteps`, `ClassroomPedagogyLevels`, `evaluateEducationalAssertions`, `buildStiffnessSubstitution` (sustitución en la matriz de rigidez) y `educational-source` con aserciones pasadas/falladas.","src/features/results/ResultsPanel.tsx:551; src/engine/educationalAssertions.ts; src/features/results/stiffnessSubstitution.ts; src/features/classroom/ClassroomPedagogyLevels.tsx","src/engine/educationalAssertions.test.ts; src/features/results/stiffnessSubstitution.test.ts","media (en Aula)","inferencia","contextual","Análisis correcto.","`analysis?.success`.","Pestaña de Results, disponible en AMBOS modos (no sólo Aula).","PDF de cálculo con anexo (`ensureEducationTrace`).","§7 (Aula sólo diagnosticada).","RESTRICCIÓN PROTEGIDA CUMPLIDA: Aula usa el MISMO análisis. La traza matricial se calcula bajo demanda (`ensureEducationTrace`) porque la corrida interactiva la omite por velocidad — un solo solver, dos profundidades de traza.","2 Contextual a análisis + 9 Datos densos","Pestaña.","Igual.","Hoja; el modo enfocado recompone `learning-steps` a una columna.","Pestaña.","Tap.","No.","Parcialmente.","contextual","panel / fullscreen","—","Aserciones con estado pasado/fallado.","—","Es la vista más larga del panel.","Contenido explicativo largo dentro de un panel corto: el modo «enfocado» ya lo reconoce. ¿Debe ser una superficie propia?","Pasos de aprendizaje y sustitución matricial legibles.","Uso fuera del modo Aula."
"RES-09","Resultados","Cambiar la altura y el modo del panel de resultados","Repartir la pantalla entre modelo y evidencia.","TRES modos (`compact`, `expanded`, `focused`) con control propio, tirador de redimensión, persistencia en localStorage (con la particularidad de que `focused` NO se restaura: al recargar vuelve a `expanded`), y en teléfono un botón «enfocar» aparte.","src/features/results/ResultsPanel.tsx:40-42, 76-81, 105-123, 163-193; src/styles.css:836, 882-909","src/features/results/ResultsPanel.test.tsx","media","inferencia","contextual","Panel presente.","Ninguna.","Cabecera del panel (`results-mode-control`) + tirador + botón de enfoque en móvil.","Comandos `expand-mobile-results` / `collapse-mobile-results` del bus.","F-02 (`resize-handle` mide 64×28, bajo el mínimo). §2 (el panel reserva altura fija en todas las anchuras).","EL MODO «ENFOCADO» YA ES UN FULLSCREEN DE RESULTADOS. La capacidad de dar espacio propio a los datos densos existe; lo que falta es que sea el camino natural.","9 Fullscreen / datos densos + 8 Configuración de layout","Tres modos + tirador.","Igual.","Colapsado a 54px por defecto; se despliega solo tras analizar; botón de enfoque propio.","Botones de modo; el tirador es `role=""separator""`.","Tap en el modo; arrastre del tirador de 64×28.","El tirador es fino.","No.","persistente","panel / sheet / fullscreen","En teléfono, tras expandir, se re-encuadra el lienzo esperando el fin de la transición (`schedulePhoneCanvasFit`).","El lienzo se reajusta.","La hoja recuerda el lanzador y valida que siga conectado y no `inert`.","22-25% del viewport en Expanded; en Compact arranca en 54px.","COMPACT YA HACE LO CORRECTO (colapsado por defecto, se abre cuando hay algo que enseñar). Expanded reserva altura desde el arranque. Es la misma inversión que el canvas-budget general.","Panel con tres modos: cómo se lee el estado actual y cómo se cambia.","Por qué `focused` no se restaura al recargar."
"RES-10","Resultados","Saber de dónde sale un número (procedencia)","Poder defender una cifra: qué magnitud, de qué objeto, en qué caso, con qué convención de signos y en qué posición.","`ProvenanceCard` con `ResultRef { quantity, entity, component, caseOrCombinationId, signConvention, position }`. Se construye distinto por pestaña y sigue al `resultCursor`.","src/features/results/ProvenanceCard.tsx; src/features/results/provenance.ts; src/features/results/ResultsPanel.tsx:148-177, 552","src/features/results/provenance.test.ts","alta","evidencia","esencial","Análisis + pestaña + selección + cursor.","`analysis?.success` y un `provenanceRef` construible.","Tarjeta al pie del cuerpo de Results.","El anexo del PDF de cálculo.","F-03 (procedencia técnica a tipografía pequeña).","ES LA FUNCIÓN MÁS DISTINTIVA DEL PRODUCTO. Ningún competidor consultado documenta una tarjeta de procedencia por número. Incluye la CONVENCIÓN DE SIGNOS, que es exactamente donde se pierde la trazabilidad en la práctica.","2 Contextual a análisis + 5 Detail","Tarjeta al pie.","Igual.","Igual, dentro de la hoja.","Lectura; sigue al cursor.","Lectura.","No.","SÍ.","contextual","panel","No se construye para todas las pestañas (`influence` no la tiene).","Se actualiza con el cursor.","—","Dentro del panel.","Debe sobrevivir a cualquier reorganización de Results. Si Results se descompone, la procedencia tiene que seguir al número, no quedarse en un panel.","Tarjeta de procedencia: es contenido técnico denso que no puede quedar a 10px.","Por qué `influence` no genera procedencia."
"RES-11","Resultados","Localizar el objeto de un resultado en el modelo","Pasar de la cifra al sitio.","Comando `focus-object` del bus, con carga tipada `FocusableSelection` (que EXCLUYE `multi` y `null` por tipo: no se puede pedir centrar algo que no es un objeto). Lo emiten Results, Model Doctor, Datasheet y la paleta.","src/features/workspace/workspaceCommands.ts:16-27; src/features/results/ResultsPanel.tsx (botones de tarjeta y tabla); src/features/model-doctor/ModelDoctor.tsx:311-316; src/features/datasheet/DatasheetPanel.tsx:354-361","src/features/workspace/workspaceCommands.test.ts (via CommandPalette.test.tsx); src/features/model-doctor/ModelDoctor.test.tsx","alta","evidencia","esencial","Un objeto identificado en cualquier superficie.","Selección enfocable.","Cuatro emisores, un solo consumidor (el lienzo).","Cuatro puertas al mismo comando.","—","EL TIPO IMPIDE EL ERROR: `FocusableSelection = Extract<NonNullable<Selection>, { id: string }>`. No hay forma de emitir un foco imposible. Es la mejor decisión del bus de comandos.","4 Canvas-local (destino) + 2/3 (origen)","Clic en la cifra o en el hallazgo.","Igual.","Igual; el Datasheet además SE CIERRA al enfocar, porque taparía el objeto centrado.","Enter sobre el botón.","Tap.","ES una ruta de precisión no espacial.","Produce selección.","contextual","cross-surface","—","El lienzo centra el objeto.","El Datasheet cierra y luego enfoca en el siguiente frame.","—","ESTE ES EL TEJIDO QUE MANTIENE COHERENTES LAS «VARIAS PUERTAS AL MISMO MODELO». Cualquier superficie nueva debe emitir `focus-object`, no inventar navegación.","Animación de centrado y realce de llegada.","Si `focus-object` anuncia algo a lectores de pantalla."
"DAT-01","Datasheet","Ver el modelo como tabla","Auditar el modelo entero de un vistazo, no objeto a objeto.","PROYECCIÓN del proyecto, no un modelo paralelo: `projectDatasheetRows(project, entity)` con tres entidades (`nodes`, `members`, `loads`). Lo único que el componente guarda es la VISTA (entidad, búsqueda, filtros, orden, celda enfocada), que desaparece al cerrar. Sin estado de entidades, sin historial ni undo propios.","src/features/datasheet/DatasheetPanel.tsx:45-56, 107-155; src/features/datasheet/datasheetModel.ts (601 líneas)","src/features/datasheet/datasheetModel.test.ts; DatasheetPanel.test.tsx; DatasheetAccessibility.test.tsx; CRI-7 flujo 07","media","inferencia","esencial","Proyecto.","Ninguna.","`Drawer` inferior modal sobre el lienzo.","Inspector (objeto a objeto), lienzo (espacial).","F-02 (casilla de 13×13 px para «Rótula» por barra — el peor objetivo del producto; buscador de 292×19.5). F-13 (rompe en 1023 y 700, umbrales propios).","LA DECISIÓN DE QUE SEA PROYECCIÓN Y NO MODELO PARALELO. Está documentada en el propio archivo y es lo que hace que «varias puertas al mismo modelo» sea verdad y no un eslogan.","9 Fullscreen / datos densos","Drawer inferior; tapa el lienzo mientras está abierto.","Igual.","Igual, con recomposición bajo 700px.","Navegación de rejilla completa (`datasheetGridNavigation`).","Scroll y tap; los controles finos (13×13) son el peor caso táctil.","SÍ, y es donde peor está resuelta: la casilla de rótula es una edición estructural real en 13×13 px.","La entidad inicial se deriva de la selección al abrir.","disclosure","drawer / table","Vacío filtrado (`datasheet.emptyFiltered`); contador «visibles de total» con `role=""status""`.","Contador de filas en vivo.","Una sola parada de tabulación en la rejilla, reencajada si el filtro deja el foco fuera.","Tapa el lienzo entero mientras está abierto.","¿Debe seguir siendo modal, o puede coexistir con el lienzo como en RFEM/ETABS? Hoy enfocar un objeto obliga a cerrarla.","Rejilla de datos: densidad alta CON controles de tamaño usable (la contradicción que F-02 expone).","Rendimiento con miles de filas (no se verificó virtualización)."
"DAT-02","Datasheet","Buscar dentro de la tabla","Encontrar una fila por su contenido.","`datasheetRowSearchText` construye el texto buscable traduciendo enumerados y FORMATEANDO los números en las unidades activas: se busca lo que se ve, no lo que se guarda.","src/features/datasheet/DatasheetPanel.tsx:140-153, 406-415; src/features/datasheet/datasheetModel.ts","src/features/datasheet/datasheetModel.test.ts","media","inferencia","esencial","Tabla abierta.","Ninguna.","Campo `type=""search""` en la barra de la tabla.","Paleta por ID (SHL-06) para nudos y barras.","F-02 (292×19.5 px de alto — muy por debajo del mínimo de 36).","Buscar sobre el texto RENDERIZADO en las unidades activas. Es sutil y es lo correcto.","9 Datos densos","Campo en la barra.","Igual.","Igual.","Teclear.","Campo de 19.5px de alto: difícil de acertar.","No para buscar; sí para acertar el campo.","No.","persistente dentro de la tabla","table","Estado vacío filtrado.","Contador de filas.","El foco de rejilla se reencaja si el filtro lo deja fuera.","Dentro del drawer.","—","Campo de búsqueda con altura usable en superficie densa.","—"
"DAT-03","Datasheet","Filtrar y ordenar","Reducir la tabla a lo relevante.","Facetas calculadas del contenido real (`datasheetFacets`) con recuento por opción, y orden por columna (`DatasheetSort`). Los tokens nunca se muestran: un enumerado del dominio se traduce, lo que nombra el usuario se enseña tal cual.","src/features/datasheet/DatasheetPanel.tsx:149, 363-370, 422-441","src/features/datasheet/datasheetModel.test.ts","media","inferencia","contextual","Entidad activa.","Facetas disponibles.","Chips bajo la barra de la tabla.","Ninguna.","F-02 (controles finos en superficie densa).","Recuento por faceta: se sabe cuántas filas quedarán antes de filtrar.","9 Datos densos","Chips.","Igual.","Igual, con scroll.","Chips con `aria-pressed`; encabezado ordenable.","Tap.","No.","No.","persistente dentro de la tabla","table","Cambiar de entidad limpia filtros, orden, foco y borrador — porque las columnas son otras.","Contador actualizado.","Reencaje del foco.","Dentro del drawer.","Los filtros del Datasheet, las capas del lienzo y el filtro de selección resuelven «reducir el universo» de tres maneras distintas en tres sitios.","Chip de faceta con recuento (unificable con el filtro de plantillas de la Welcome).","—"
"DAT-04","Datasheet","Seleccionar filas y sincronizar con el lienzo","Que elegir en la tabla sea elegir en el modelo.","Tres modos: `replace`, `additive` y `range` (con ancla `rangeAnchorRef`). `buildSelection` CONSERVA la selección de la otra entidad al componer un `multi`. Las cargas sólo admiten selección simple, porque `Selection.multi` no las transporta, y está documentado.","src/features/datasheet/DatasheetPanel.tsx:58-99, 204-231","src/features/datasheet/DatasheetPanel.test.tsx","media","evidencia","esencial","Filas visibles.","Ninguna.","Rejilla de la tabla.","Lienzo (espacial), paleta (por ID).","—","ES LA MEJOR SINCRONIZACIÓN MODELO↔TABLA DEL PRODUCTO: la tabla no tiene selección propia, usa la del workspace. Al abrir se sitúa sobre lo ya seleccionado, y la selección de la otra entidad no se pierde.","9 Datos densos + 3 Contextual a selección","Clic, Ctrl+clic, Shift+clic.","Igual.","Tap; ES LA RUTA TÁCTIL A LA MULTISELECCIÓN, dado que el marco no existe (SEL-03).","Rejilla navegable por teclado.","Tap y rango.","Acertar una fila es más fácil que acertar un nudo.","Produce y consume selección.","persistente dentro de la tabla","table","`onClearSelection` devuelve si había algo que limpiar.","El lienzo (tapado) y el Inspector reflejan la selección.","Ancla de rango en `ref`, no en estado: no provoca re-render.","Dentro del drawer.","La tabla es hoy la ÚNICA vía táctil a la multiselección, pero tapa el lienzo mientras se usa: se selecciona sin ver lo que se selecciona.","Fila seleccionada vs fila enfocada: dos estados distintos que deben leerse distinto.","—"
"DAT-05","Datasheet","Editar una celda","Corregir un valor sin buscar el objeto en el lienzo.","Borrador → plan → preview → una sola escritura. REGLA EXPLÍCITA: con el borrador vacío, un cambio válido y único se aplica YA (pedir «Aplicar» por cada celda haría inservible una hoja de datos); cualquier otro caso pasa por revisión.","src/features/datasheet/DatasheetPanel.tsx:237-296; src/features/datasheet/datasheetEditDraft.ts; datasheetEditApply.ts; DatasheetCellEditor.tsx","src/features/datasheet/DatasheetEditing.test.tsx; datasheetEditApply.test.ts; datasheetEditDraft.test.ts","media","inferencia","esencial","Celda editable.","La columna debe ser editable (`editability`).","Rejilla.","Inspector, Bulk Edit.","F-02 (la casilla de rótula, 13×13).","EL PREVIEW SALE DE LA MISMA FUNCIÓN QUE LA ESCRITURA (`applyDatasheetPlan`): si fueran dos caminos podrían divergir, y entonces lo que se ve antes de aplicar dejaría de ser lo que se escribe. Está razonado así en el código.","9 Datos densos","Doble clic / Enter sobre la celda.","Igual.","Tap.","Enter edita, Escape cancela, commit al confirmar.","Tap + teclado en pantalla.","SÍ, y mal resuelta en el caso de la casilla booleana.","No.","persistente","table","Columnas no editables anuncian POR QUÉ (`editabilityMessageKey`) por `aria-live`.","Preview antes de escribir.","Escape cancela la edición sin perder la posición.","Dentro del drawer.","La regla «un cambio simple se aplica solo, varios pasan por revisión» es un contrato de interacción propio. Merece enunciarse como patrón, no quedarse en un comentario.","Editor de celda por tipo (número, enumerado, booleano) con objetivos usables.","—"
"DAT-06","Datasheet","Pegar un bloque de celdas","Traer 20 filas desde una hoja de cálculo.","`parseClipboardGrid` + `mapPasteToEdits` con ancla. Registra lo DESCARTADO en dos categorías: fuera de rango (`droppedOutside`) y de sólo lectura (`droppedReadOnly`). El informe se guarda AUNQUE sea cero, para poder decir que un pegado entró entero.","src/features/datasheet/DatasheetPanel.tsx:285-296; src/features/datasheet/datasheetPaste.ts","src/features/datasheet/datasheetPaste.test.ts","media","inferencia","esencial","Portapapeles con rejilla.","Celda ancla enfocada.","Ctrl+V sobre la rejilla.","Ninguna: es la vía masiva por excelencia.","—","DECIR QUÉ SE DESCARTÓ Y POR QUÉ, incluso cuando no se descartó nada. Es honestidad de interfaz poco común.","9 Datos densos + 7 Power-user","Ctrl+V.","Igual.","DEPENDE DE TECLADO: sin teclado físico no hay pegado. Hueco táctil.","Ctrl+V.","UNKNOWN: no se verificó una ruta táctil de pegado.","No.","No.","invisible","table → workflow (revisión)","Siempre pasa por revisión (`paste !== null` fuerza `reviewing`).","Panel de revisión con lo aceptado y lo descartado.","Aplicar o cancelar explícitos.","Dentro del drawer.","Pegar es la operación masiva más potente y no tiene ruta táctil. Mismo hueco que MOD-13.","Informe de pegado: aceptado vs descartado.","Ruta táctil de pegado — UNKNOWN explícito."
"DAT-07","Datasheet","Revisar, aplicar o cancelar un cambio pendiente","Ver qué va a cambiar antes de que cambie.","`DatasheetReviewPanel` sustituye al panel editor SÓLO cuando el borrador viene de la rejilla (que no tiene dónde explicar un cambio pendiente) o de un pegado. Si el borrador viene del panel editor, la revisión NO lo sustituye: quitaría al usuario justo lo que estaba mirando.","src/features/datasheet/DatasheetPanel.tsx:126-133, 339-345, 469-497; src/features/datasheet/DatasheetReviewPanel.tsx","src/features/datasheet/DatasheetEditorPanel.test.tsx; DatasheetEditing.test.tsx","media","inferencia","esencial","Borrador no vacío.","Cambios pendientes.","Panel lateral dentro del drawer.","Bulk Edit tiene su propio resumen (INS-04).","—","LA REGLA DE CUÁNDO APARECE LA REVISIÓN ESTÁ RAZONADA Y ES CORRECTA. Distingue el origen del borrador para no destruir el contexto del usuario. Es el detalle de UX mejor pensado del producto.","6 Workflow temporal","Panel lateral en el drawer.","Igual.","Apilado; compite por altura con la rejilla.","Aplicar / Cancelar explícitos.","Igual.","No.","No.","contextual","workflow dentro de drawer","`plan.errors` por campo; `plan.applicable` gobierna el botón.","Lista de cambios + descartes del pegado.","Cancelar limpia borrador, edición, pegado y origen.","Dentro del drawer.","Este patrón (borrador → plan → preview → escritura única) existe en Datasheet, Bulk Edit, edición estructural, generadores y Model Doctor. Son CINCO implementaciones del mismo contrato.","Panel de revisión unificado para los cinco casos.","—"
"DAT-08","Datasheet","Editar el objeto enfocado desde el panel editor","Editar con etiquetas y previsualización, no a ciegas en una celda.","`DatasheetEditorPanel` muestra el objeto de la fila enfocada con preview (`previewProject`), error junto a su campo y barra de aplicar propia. Nunca aplica solo: siempre al borrador.","src/features/datasheet/DatasheetEditorPanel.tsx (755 líneas); DatasheetPanel.tsx:327-337, 481-497","src/features/datasheet/DatasheetEditorPanel.test.tsx","media","inferencia","contextual","Fila enfocada.","Fila existente.","Panel lateral del drawer.","Es esencialmente un Inspector DENTRO del Datasheet — una tercera ficha de propiedades del mismo objeto.","—","El preview usa `previewProject`, el proyecto con el plan aplicado, así que lo que se ve es lo que se escribirá.","5 Inspector/detail dentro de 9 Datos densos","Panel lateral.","Igual.","Apilado.","Tab por campos.","Scroll + campos.","Mejor que la celda: campos etiquetados.","Sigue a la fila enfocada, no a la selección.","persistente dentro del drawer","panel dentro de drawer","Errores por campo; contador de pendientes.","Preview + «enfocar objeto» que cierra la hoja.","Botón de enfoque devuelve al lienzo.","Dentro del drawer.","DUPLICACIÓN A EVALUAR: hay TRES fichas de propiedades del mismo objeto (Inspector, DatasheetEditorPanel, Bulk Edit). Las tres escriben el mismo modelo, pero son tres interfaces distintas para la misma lectura.","Ficha de propiedades unificada, instanciable en panel, hoja y drawer.","Cuánto se solapa realmente el conjunto de campos entre las tres."
"DAT-09","Datasheet","Cambiar de entidad (nudos / barras / cargas)","Auditar otra parte del modelo.","Tres botones con recuento en vivo. Cambiar de entidad invalida orden, filtros, foco y borrador, porque sus filas y columnas son otras.","src/features/datasheet/DatasheetPanel.tsx:157-168, 385-404","src/features/datasheet/DatasheetPanel.test.tsx","media","evidencia","esencial","Tabla abierta.","Ninguna.","Barra de la tabla.","La entidad inicial se deriva de la selección al abrir.","—","El recuento en el propio botón: se sabe cuántas cargas hay sin cambiar de vista.","9 Datos densos","Tres botones.","Igual.","Igual.","Tab + Enter.","Tap.","No.","Sí al abrir.","persistente","table","Invalidación explícita del borrador al cambiar.","Columnas nuevas.","Foco a (0,0).","Dentro del drawer.","Sólo tres entidades. Apoyos, materiales, secciones y combinaciones no tienen tabla.","Selector de entidad con recuento.","Si faltan entidades que el usuario esperaría (apoyos, combinaciones)."
"DAT-10","Datasheet","Enfocar en el lienzo el objeto de la fila","Volver del dato al modelo.","`onFocusObject`: selecciona, CIERRA el drawer y luego emite `focus-object` en el siguiente frame. El cierre es deliberado: dejarlo abierto taparía justo el objeto que se acaba de centrar.","src/features/datasheet/DatasheetPanel.tsx:354-361","src/features/datasheet/DatasheetPanel.test.tsx","media","evidencia","esencial","Fila enfocada.","Objeto localizable.","Botón del panel editor.","Model Doctor y Results hacen lo mismo con el mismo comando.","—","Cerrar al enfocar es la consecuencia HONESTA de que el drawer sea modal. Reconoce el problema en vez de disimularlo.","4 Canvas-local (destino)","Botón.","Igual.","Igual.","Enter.","Tap.","Ruta de precisión no espacial.","Produce selección.","contextual","cross-surface","—","Drawer cerrado + objeto centrado.","El Drawer devuelve el foco a su lanzador recordado.","Recupera el lienzo entero.","Que enfocar EXIJA cerrar la tabla es la prueba de que hoy son destinos alternativos y no vistas coordinadas. RFEM y ETABS resuelven esto con tablas acopladas.","Transición tabla→modelo: cómo no se pierde el sitio.","Si el usuario pierde el contexto tabular al volver."
"DOC-01","Model Doctor","Diagnosticar el modelo antes de analizar","Encontrar problemas sin gastar un análisis.","`buildModelDoctorReport(project)` produce hallazgos con `id` estable, `severity` (critical/warning/suggestion), `category`, `affectedObjects`, `target`, `canLocate`, `canAcknowledge`, `suggestedTool` y `repair`. NO requiere análisis previo.","src/features/model-doctor/modelDoctorDiagnostics.ts; ModelDoctor.tsx:233-471","src/features/model-doctor/modelDoctorDiagnostics.test.ts; ModelDoctor.test.tsx; scripts/qa-model-doctor.mjs; CRI-7 flujo 06","media","inferencia","esencial","Proyecto.","Ninguna.","`Drawer` lateral en escritorio, INFERIOR bajo 700px (`useCompactDoctor`).","Cinco lanzadores (SHL-14).","F-06 (pierde el botón directo bajo 1024px).","DIAGNOSTICA SIN ANALIZAR. Y elige el lado del drawer por ANCHO DE VIEWPORT (700px), que es un ejemplo interno de adaptación de superficie sin cambiar la función.","2 Contextual a proyecto/análisis","Drawer lateral.","Drawer lateral.","Drawer inferior.","Tab por hallazgos.","Scroll + tap.","No.","No: diagnostica todo el modelo.","disclosure","drawer","`allClear` con su propio bloque; filtro sin resultados.","Toast automático cuando cambia la firma de hallazgos.","Hace `inert` el shell SÓLO cuando la superficie confirma estar montada (`onSurfaceReady`), para que la mesa siga operable mientras carga el chunk.","Tapa parte del lienzo.","El lanzador no dice cuántos hallazgos hay, aunque el sistema ya lo calcula para el toast.","Severidad con forma además de color; recuento en el lanzador.","Cuántos hallazgos tiene un modelo real medio."
"DOC-02","Model Doctor","Filtrar hallazgos por severidad","Atender primero lo grave.","Cuatro botones (todos, crítico, aviso, sugerencia) con recuento, `aria-pressed`.","src/features/model-doctor/ModelDoctor.tsx:290-292, 346-396","src/features/model-doctor/ModelDoctor.test.tsx","media","inferencia","contextual","Hallazgos.","`report.total > 0`.","Cabecera del drawer.","Ninguna.","—","Recuento por severidad visible sin filtrar.","2 Contextual a proyecto","Cuatro botones.","Igual.","Igual.","Tab + Enter.","Tap.","No.","No.","contextual","drawer","Filtro sin resultados tiene mensaje propio.","Lista recortada.","—","Dentro del drawer.","—","Filtro por severidad con recuento (unificable con las facetas del Datasheet).","—"
"DOC-03","Model Doctor","Entender un hallazgo","Saber qué pasa, por qué importa y qué hacer.","`presentModelDoctorFinding` produce TRES textos separados: `explanation` (detectado), `whyItMatters` (por qué) y `suggestedAction` (acción), desplegables bajo «Explicar». Además lista los objetos afectados con su tipo.","src/features/model-doctor/modelDoctorPresentation.ts; ModelDoctor.tsx:426-450","src/features/model-doctor/modelDoctorPresentation.test.ts","media","evidencia","esencial","Hallazgo.","Hallazgo presente.","Tarjeta del drawer, con disclosure.","Ninguna.","—","SEPARAR «QUÉ», «POR QUÉ» Y «QUÉ HACER» EN TRES CAMPOS DEL MODELO, no en un párrafo. Es lo que permite mostrarlos progresivamente sin reescribir el texto.","5 Detail","Tarjeta + disclosure.","Igual.","Igual.","Botón `aria-expanded` con `aria-controls`.","Tap.","No.","No.","disclosure","drawer","`ambiguousRepair` cuando la reparación no es aplicable automáticamente.","Texto desplegado.","Cada tarjeta tiene `aria-labelledby` compuesto de severidad + título.","Dentro del drawer.","Este modelo de tres textos es el mismo que necesitaría cualquier estado de error del producto. Hoy sólo lo tiene Model Doctor.","Tarjeta de hallazgo con severidad, explicación progresiva y acciones.","—"
"DOC-04","Model Doctor","Localizar el objeto de un hallazgo","Ver el problema en el modelo.","`locate(finding)`: selecciona el `target`, CIERRA el drawer y emite `focus-object`. Si no hay `target`, muestra «localización no disponible» en vez de un botón muerto.","src/features/model-doctor/ModelDoctor.tsx:311-316, 452-453","src/features/model-doctor/ModelDoctor.test.tsx","media","evidencia","esencial","Hallazgo con objetivo.","`finding.canLocate`.","Botón de la tarjeta.","Mismo comando que Results y Datasheet.","—","DICE CUÁNDO NO PUEDE en vez de ofrecer un botón que no hace nada. `canLocate` es parte del modelo del hallazgo, no una comprobación de la vista.","4 Canvas-local (destino)","Botón.","Igual.","Igual.","Enter.","Tap.","Ruta de precisión no espacial.","Produce selección.","contextual","cross-surface","`unavailableLocation` explícito.","Drawer cerrado + objeto centrado.","El Drawer restaura el foco a su lanzador.","Recupera el lienzo.","Igual que DAT-10: localizar exige cerrar el diagnóstico. SkyCiv mantiene el resalte con el panel abierto («Preview»).","Realce de llegada tras localizar.","Si el usuario vuelve al Doctor tras localizar, y cómo."
